 5579 10798
 1  0.000000  0.000000  0.000000  1
 2  0.000000  1000.000000  0.000000  1
 3  0.000000  2000.000000  0.000000  1
 4  0.000000  3000.000000  0.000000  1
 5  0.000000  4000.000000  0.000000  1
 6  0.000000  5000.000000  0.000000  1
 7  0.000000  6000.000000  0.000000  1
 8  0.000000  7000.000000  0.000000  1
 9  0.000000  8000.000000  0.000000  1
 10  0.000000  9000.000000  0.000000  1
 11  0.000000  10000.000000  0.000000  1
 12  0.000000  11000.000000  0.000000  1
 13  0.000000  12000.000000  0.000000  1
 14  0.000000  13000.000000  0.000000  1
 15  0.000000  14000.000000  0.000000  1
 16  0.000000  15000.000000  0.000000  1
 17  0.000000  16000.000000  0.000000  1
 18  0.000000  17000.000000  0.000000  1
 19  0.000000  18000.000000  0.000000  1
 20  0.000000  19000.000000  0.000000  1
 21  0.000000  20000.000000  0.000000  1
 22  0.000000  21000.000000  0.000000  1
 23  0.000000  22000.000000  0.000000  1
 24  0.000000  23000.000000  0.000000  1
 25  0.000000  24000.000000  0.000000  1
 26  0.000000  25000.000000  0.000000  1
 27  0.000000  26000.000000  0.000000  1
 28  0.000000  27000.000000  0.000000  1
 29  0.000000  28000.000000  0.000000  1
 30  0.000000  29000.000000  0.000000  1
 31  0.000000  30000.000000  0.000000  1
 32  0.000000  31000.000000  0.000000  1
 33  0.000000  32000.000000  0.000000  1
 34  0.000000  33000.000000  0.000000  1
 35  0.000000  34000.000000  0.000000  1
 36  0.000000  35000.000000  0.000000  1
 37  0.000000  36000.000000  0.000000  1
 38  0.000000  37000.000000  0.000000  1
 39  0.000000  38000.000000  0.000000  1
 40  0.000000  39000.000000  0.000000  1
 41  0.000000  40000.000000  0.000000  1
 42  0.000000  41000.000000  0.000000  1
 43  0.000000  42000.000000  0.000000  1
 44  0.000000  43000.000000  0.000000  1
 45  0.000000  44000.000000  0.000000  1
 46  0.000000  45000.000000  0.000000  1
 47  0.000000  46000.000000  0.000000  1
